122.41,149,84,2,orange
122.44,174,82,6,orange
122.45,151,76,2,orange
122.53,162,80,12,orange
122.64,156,74,15,orange
122.66,146,89,8,orange
122.68,152,85,2,orange
122.78,144,83,5,orange
122.79,164,61,2,orange
122.85,145,73,2,orange
122.9,156,83,24,orange
122.94,177,83,3,orange
122.94,146,82,9,orange
122.95,152,95,7,orange
123.07,146,91,2,orange
123.08,136,96,12,orange
123.13,150,81,14,orange
123.15,161,86,2,orange
123.17,149,87,14,orange
123.18,159,108,12,orange
123.19,165,72,14,orange
123.19,167,79,15,orange
123.21,153,78,10,orange
123.23,156,91,12,orange
123.32,164,76,6,orange
123.33,161,77,2,orange
123.35,166,77,2,orange
123.43,142,98,2,orange
123.44,166,82,9,orange
123.47,144,75,12,orange
123.5,178,94,2,orange
123.52,158,71,2,orange
123.52,144,83,25,orange
123.54,148,68,2,orange
123.54,144,81,2,orange
123.57,183,84,2,orange
123.58,177,64,2,orange
123.68,145,100,9,orange
123.7,148,85,14,orange
123.71,161,76,2,orange
123.73,163,92,2,orange
123.73,143,87,8,orange
123.79,158,74,8,orange
123.85,142,99,8,orange
123.94,154,74,2,orange
123.95,170,83,4,orange
123.99,154,81,4,orange
123.99,158,71,2,orange
124.01,172,86,14,orange
124.03,152,78,17,orange
124.04,144,86,7,orange
124.05,159,72,2,orange
124.05,152,86,6,orange
124.08,143,85,11,orange
124.17,165,107,18,orange
124.18,160,76,2,orange
124.25,176,106,6,orange
124.28,154,62,2,orange
124.3,148,75,8,orange
124.31,161,84,4,orange
124.42,151,80,7,orange
124.42,160,84,13,orange
124.46,159,87,2,orange
124.52,169,78,26,orange
124.72,149,74,11,orange
124.75,162,96,3,orange
124.76,151,83,6,orange
124.78,142,80,2,orange
124.81,160,71,8,orange
124.87,157,76,9,orange
124.88,167,88,13,orange
124.88,158,80,13,orange
124.91,157,97,2,orange
124.95,137,80,18,orange
124.95,151,82,12,orange
124.97,143,72,8,orange
124.98,154,79,8,orange
125.03,164,71,7,orange
125.07,164,74,11,orange
125.07,147,80,9,orange
125.08,151,70,11,orange
125.08,154,85,28,orange
125.11,158,90,14,orange
125.11,151,85,22,orange
125.12,142,65,2,orange
125.16,158,92,2,orange
125.16,157,103,2,orange
125.22,152,75,8,orange
125.22,167,102,14,orange
125.22,153,74,5,orange
125.23,154,77,2,orange
125.24,143,82,3,orange
125.25,153,90,2,orange
125.38,144,71,6,orange
125.42,157,83,9,orange
125.42,161,83,13,orange
125.45,165,77,2,orange
125.46,153,93,2,orange
125.47,171,58,2,orange
125.49,137,83,2,orange
125.57,170,83,3,orange
125.61,167,92,4,orange
125.64,170,66,2,orange
125.64,154,71,18,orange
125.66,150,65,2,orange
125.68,148,78,15,orange
125.71,143,85,17,orange
125.74,159,78,2,orange
125.75,150,76,25,orange
125.78,167,84,13,orange
125.79,153,72,13,orange
125.81,159,76,8,orange
125.84,167,95,2,orange
125.88,155,93,2,orange
125.89,135,82,2,orange
125.9,146,60,6,orange
125.92,145,63,2,orange
125.94,149,77,4,orange
125.95,159,67,13,orange
125.96,147,88,17,orange
125.97,163,80,2,orange
126.03,156,95,6,orange
126.08,135,96,20,orange
126.18,159,62,6,orange
126.22,165,65,19,orange
126.24,163,85,4,orange
126.27,160,80,17,orange
126.29,144,71,10,orange
126.31,164,86,2,orange
126.41,148,79,2,orange
126.44,144,89,2,orange
126.45,140,78,15,orange
126.5,168,80,3,orange
126.51,171,81,13,orange
126.54,151,65,17,orange
126.54,153,78,10,orange
126.55,147,73,19,orange
126.58,145,87,2,orange
126.59,162,63,9,orange
126.62,148,81,2,orange
126.62,163,75,9,orange
126.65,170,87,2,orange
126.66,162,85,2,orange
126.69,168,83,2,orange
126.7,146,89,9,orange
126.74,152,93,14,orange
126.75,147,84,2,orange
126.78,154,77,16,orange
126.8,162,74,2,orange
126.93,151,89,2,orange
126.93,151,102,2,orange
126.93,160,79,10,orange
126.94,158,81,2,orange
126.94,149,86,10,orange
126.99,153,100,2,orange
127.01,147,77,2,orange
127.01,169,89,14,orange
127.04,137,82,18,orange
127.07,159,86,3,orange
127.16,165,97,8,orange
127.17,152,94,4,orange
127.24,164,78,3,orange
127.26,166,89,16,orange
127.28,171,77,11,orange
127.28,164,92,23,orange
127.3,161,72,12,orange
127.32,140,99,2,orange
127.34,154,73,2,orange
127.34,160,68,6,orange
127.35,149,79,20,orange
127.38,152,87,15,orange
127.41,162,70,23,orange
127.42,171,93,4,orange
127.46,153,111,10,orange
127.46,144,79,2,orange
127.47,156,90,3,orange
127.47,163,74,27,orange
127.48,137,78,23,orange
127.51,161,87,4,orange
127.55,150,102,2,orange
127.55,171,81,10,orange
127.57,172,83,2,orange
127.58,157,74,2,orange
127.59,155,67,11,orange
127.64,141,81,28,orange
127.67,161,73,4,orange
127.67,163,70,2,orange
127.67,155,78,6,orange
127.7,156,82,9,orange
127.75,163,67,5,orange
127.77,164,92,7,orange
127.82,166,90,13,orange
127.94,164,88,8,orange
127.95,170,82,2,orange
127.95,149,76,6,orange
127.95,169,75,14,orange
127.99,151,89,3,orange
128,145,72,10,orange
128.08,159,93,3,orange
128.08,160,87,2,orange
128.08,150,78,5,orange
128.22,169,84,2,orange
128.24,160,87,2,orange
128.24,156,86,2,orange
128.27,154,91,15,orange
128.3,154,80,17,orange
128.31,168,92,8,orange
128.31,132,81,6,orange
128.33,139,88,2,orange
128.33,149,89,10,orange
128.35,166,72,3,orange
128.37,158,96,2,orange
128.37,156,65,7,orange
128.41,159,80,13,orange
128.49,167,84,10,orange
128.52,155,81,7,orange
128.54,180,105,11,orange
128.56,147,78,2,orange
128.67,155,95,2,orange
128.68,165,86,2,orange
128.7,167,72,5,orange
128.8,152,90,5,orange
128.8,124,77,15,orange
128.81,153,75,2,orange
128.84,154,91,22,orange
128.85,174,81,21,orange
128.89,135,87,7,orange
128.94,168,86,19,orange
129,149,82,2,orange
129.17,153,77,21,orange
129.17,156,70,2,orange
129.18,163,89,7,orange
129.19,162,93,2,orange
129.25,152,83,6,orange
129.3,142,101,2,orange
129.37,152,77,2,orange
129.38,149,91,2,orange
129.42,154,83,8,orange
129.43,154,69,2,orange
129.44,127,90,11,orange
129.46,166,84,2,orange
129.52,143,78,4,orange
129.57,151,71,2,orange
129.58,153,70,9,orange
129.59,137,77,2,orange
129.6,152,86,2,orange
129.68,158,84,2,orange
129.71,155,95,23,orange
129.72,159,71,3,orange
129.73,158,91,8,orange
129.75,151,85,2,orange
129.75,149,80,5,orange
129.78,161,90,16,orange
129.79,144,73,2,orange
129.8,149,83,4,orange
129.81,169,87,2,orange
129.91,155,77,32,orange
129.92,151,105,7,orange
129.94,151,75,28,orange
129.94,159,82,10,orange
129.94,145,83,24,orange
129.99,160,76,2,orange
130.02,156,101,24,orange
130.02,167,92,2,orange
130.13,156,91,22,orange
130.13,157,74,16,orange
130.13,145,88,12,orange
130.14,159,85,7,orange
130.15,147,104,4,orange
130.15,152,83,2,orange
130.15,164,85,34,orange
130.19,168,68,2,orange
130.2,158,80,8,orange
130.25,164,85,6,orange
130.26,155,61,2,orange
130.28,152,84,2,orange
130.29,142,82,2,orange
130.39,162,69,7,orange
130.42,138,100,7,orange
130.43,161,79,2,orange
130.45,170,76,9,orange
130.46,165,84,16,orange
130.48,156,94,2,orange
130.49,180,86,5,orange
130.49,155,90,9,orange
130.51,162,82,2,orange
130.52,151,72,13,orange
130.54,153,97,2,orange
130.57,155,97,29,orange
130.6,153,96,2,orange
130.67,141,66,5,orange
130.68,161,90,2,orange
130.71,147,71,2,orange
130.72,139,73,10,orange
130.73,172,89,3,orange
130.73,168,84,9,orange
130.77,162,101,2,orange
130.8,149,76,2,orange
130.81,163,81,2,orange
130.82,168,103,17,orange
130.84,141,96,6,orange
130.84,151,92,13,orange
130.85,156,90,2,orange
130.88,155,78,2,orange
130.9,147,90,16,orange
130.9,157,85,4,orange
130.9,152,71,2,orange
130.9,156,77,15,orange
130.96,151,79,2,orange
130.97,152,85,2,orange
130.99,156,98,9,orange
130.99,163,111,2,orange
131.02,169,83,2,orange
131.02,162,88,2,orange
131.02,138,88,2,orange
131.03,169,59,11,orange
131.04,151,81,6,orange
131.06,170,72,2,orange
131.11,161,79,6,orange
131.11,145,66,15,orange
131.11,161,74,2,orange
131.11,152,89,4,orange
131.13,165,91,2,orange
131.13,153,94,2,orange
131.18,171,84,18,orange
131.19,150,57,2,orange
131.2,153,94,2,orange
131.21,156,76,2,orange
131.21,156,86,2,orange
131.22,141,92,12,orange
131.23,147,98,2,orange
131.25,152,100,12,orange
131.25,157,75,2,orange
131.28,160,81,3,orange
131.32,179,85,2,orange
131.35,157,92,13,orange
131.35,152,85,2,orange
131.36,153,65,6,orange
131.41,164,103,11,orange
131.44,164,81,2,orange
131.46,158,91,16,orange
131.46,157,89,2,orange
131.5,152,93,2,orange
131.55,155,77,2,orange
131.55,153,80,6,orange
131.6,145,79,7,orange
131.61,158,87,7,orange
131.62,157,83,10,orange
131.62,153,66,18,orange
131.65,157,72,7,orange
131.66,160,94,14,orange
131.69,159,85,2,orange
131.73,153,75,10,orange
131.75,173,83,11,orange
131.78,148,81,2,orange
131.8,165,76,2,orange
131.81,163,81,2,orange
131.85,147,79,17,orange
131.86,167,71,20,orange
131.86,154,98,12,orange
131.86,160,93,11,orange
131.89,147,86,2,orange
131.9,162,97,19,orange
131.91,153,77,26,orange
131.92,155,81,6,orange
131.93,165,80,15,orange
131.93,159,89,3,orange
131.94,149,99,2,orange
131.94,146,79,4,orange
131.97,134,85,4,orange
131.97,156,93,9,orange
131.97,175,74,10,orange
131.97,160,80,2,orange
131.98,160,90,2,orange
131.99,161,52,9,orange
132.04,153,90,11,orange
132.06,166,96,3,orange
132.06,150,85,27,orange
132.08,166,86,2,orange
132.12,161,73,6,orange
132.14,176,81,6,orange
132.15,166,90,2,orange
132.15,172,64,5,orange
132.17,163,89,14,orange
132.19,157,79,2,orange
132.19,173,84,9,orange
132.19,169,92,2,orange
132.24,158,82,10,orange
132.26,146,85,2,orange
132.3,169,94,2,orange
132.3,158,86,2,orange
132.32,157,101,4,orange
132.34,129,80,6,orange
132.37,180,78,2,orange
132.38,148,74,6,orange
132.41,143,82,2,orange
132.42,167,74,18,orange
132.43,163,62,12,orange
132.44,150,83,2,orange
132.53,169,67,2,orange
132.55,149,78,10,orange
132.58,159,76,2,orange
132.59,154,85,5,orange
132.59,169,95,7,orange
132.6,153,77,2,orange
132.62,145,107,19,orange
132.67,166,60,2,orange
132.68,155,83,2,orange
132.7,152,93,2,orange
132.73,144,76,2,orange
132.73,161,99,2,orange
132.74,162,73,6,orange
132.75,163,78,21,orange
132.76,156,70,12,orange
132.77,168,57,12,orange
132.85,143,76,2,orange
132.86,149,77,2,orange
132.88,165,87,10,orange
132.88,149,84,8,orange
132.88,162,91,13,orange
132.91,159,77,6,orange
132.93,148,67,15,orange
132.94,158,69,2,orange
132.98,163,75,2,orange
132.98,161,64,20,orange
132.99,160,85,29,orange
133,155,76,2,orange
133,144,71,2,orange
133.01,173,57,12,orange
133.02,172,89,2,orange
133.02,143,86,2,orange
133.03,166,73,5,orange
133.03,179,71,2,orange
133.04,162,73,2,orange
133.04,152,84,2,orange
133.05,186,76,4,orange
133.05,141,91,16,orange
133.06,146,65,12,orange
133.07,159,72,16,orange
133.09,153,63,7,orange
133.1,150,90,2,orange
133.12,139,95,2,orange
133.17,157,89,2,orange
133.19,164,92,4,orange
133.19,146,84,15,orange
133.2,175,100,2,orange
133.2,147,82,15,orange
133.21,159,76,5,orange
133.21,156,93,2,orange
133.22,147,98,14,orange
133.24,168,71,2,orange
133.25,140,74,2,orange
133.26,150,74,2,orange
133.27,156,98,11,orange
133.27,138,73,2,orange
133.28,147,83,2,orange
133.28,164,83,14,orange
133.29,178,78,9,orange
133.29,140,67,9,orange
133.3,148,97,2,orange
133.33,147,78,26,orange
133.36,160,86,2,orange
133.37,154,75,3,orange
133.39,155,90,7,orange
133.4,158,69,4,orange
133.4,172,73,18,orange
133.44,155,82,2,orange
133.44,156,77,4,orange
133.45,162,69,2,orange
133.48,149,85,4,orange
133.49,145,74,5,orange
133.52,166,77,2,orange
133.54,145,81,2,orange
133.55,149,93,2,orange
133.57,169,75,9,orange
133.59,153,75,2,orange
133.59,173,92,5,orange
133.62,154,69,11,orange
133.63,156,66,7,orange
133.63,161,77,2,orange
133.64,161,95,7,orange
133.65,146,90,3,orange
133.66,167,73,13,orange
133.68,169,69,2,orange
133.69,145,83,2,orange
133.7,154,87,8,orange
133.7,147,74,13,orange
133.71,151,83,2,orange
133.73,159,90,12,orange
133.74,158,63,2,orange
133.77,163,75,2,orange
133.78,175,78,2,orange
133.79,169,85,7,orange
133.8,166,86,9,orange
133.81,146,85,2,orange
133.82,138,69,2,orange
133.82,156,76,2,orange
133.84,157,82,8,orange
133.86,148,70,16,orange
133.9,146,70,4,orange
133.9,157,79,8,orange
133.9,164,67,13,orange
133.91,150,78,12,orange
133.92,154,99,19,orange
134.01,153,83,2,orange
134.02,152,81,24,orange
134.03,154,83,11,orange
134.03,159,97,2,orange
134.03,169,87,13,orange
134.04,153,67,2,orange
134.05,145,99,2,orange
134.07,153,76,11,orange
134.08,155,91,2,orange
134.09,145,68,5,orange
134.09,139,73,7,orange
134.1,164,73,6,orange
134.11,161,68,2,orange
134.11,147,55,17,orange
134.12,147,93,2,orange
134.13,157,74,4,orange
134.13,147,99,4,orange
134.16,155,85,2,orange
134.17,180,87,9,orange
134.17,150,94,5,orange
134.19,162,82,17,orange
134.2,161,80,2,orange
134.21,170,90,9,orange
134.23,140,80,2,orange
134.23,156,69,9,orange
134.25,137,84,10,orange
134.25,167,86,10,orange
134.27,169,56,9,orange
134.27,152,70,20,orange
134.28,152,73,10,orange
134.29,149,78,5,orange
134.33,155,79,20,orange
134.34,164,84,18,orange
134.35,163,82,16,orange
134.36,151,84,2,orange
134.37,151,84,5,orange
134.39,142,103,2,orange
134.4,150,106,2,orange
134.42,158,87,12,orange
134.45,181,87,10,orange
134.45,159,75,4,orange
134.47,168,86,17,orange
134.47,145,93,2,orange
134.47,157,98,2,orange
134.48,156,84,2,orange
134.49,174,96,5,orange
134.54,168,91,2,orange
134.54,127,74,11,orange
134.56,156,67,17,orange
134.58,167,78,6,orange
134.59,159,100,2,orange
134.61,152,85,2,orange
134.62,162,76,5,orange
134.67,168,71,6,orange
134.68,164,91,2,orange
134.68,160,80,12,orange
134.69,143,84,2,orange
134.7,169,62,2,orange
134.7,160,94,8,orange
134.71,147,80,2,orange
134.71,159,92,3,orange
134.72,160,84,2,orange
134.72,162,85,14,orange
134.73,149,83,12,orange
134.74,160,87,2,orange
134.76,146,83,13,orange
134.78,164,78,10,orange
134.79,182,81,2,orange
134.79,145,73,9,orange
134.8,153,85,4,orange
134.8,158,86,3,orange
134.81,143,78,10,orange
134.82,163,80,20,orange
134.83,156,75,2,orange
134.85,149,76,11,orange
134.85,154,98,2,orange
134.86,167,80,2,orange
134.87,139,96,2,orange
134.88,151,75,2,orange
134.89,165,77,2,orange
134.89,166,88,10,orange
134.9,150,72,13,orange
134.93,160,77,2,orange
134.99,163,77,2,orange
135,145,82,9,orange
135.02,147,73,2,orange
135.02,147,82,3,orange
135.08,167,73,14,orange
135.08,161,58,2,orange
135.1,154,72,8,orange
135.13,162,100,4,orange
135.14,158,64,2,orange
135.14,167,78,2,orange
135.2,154,85,2,orange
135.21,162,77,13,orange
135.22,187,85,24,orange
135.22,157,79,2,orange
135.24,175,102,4,orange
135.24,147,93,2,orange
135.24,138,72,12,orange
135.25,155,98,9,orange
135.26,159,86,2,orange
135.27,164,80,2,orange
135.28,174,81,19,orange
135.33,163,81,11,orange
135.35,165,74,2,orange
135.36,143,85,17,orange
135.4,144,81,2,orange
135.4,165,77,4,orange
135.41,149,79,12,orange
135.43,164,89,2,orange
135.44,148,87,7,orange
135.45,155,87,2,orange
135.46,159,89,3,orange
135.48,155,63,3,orange
135.52,165,93,2,orange
135.53,152,96,11,orange
135.55,154,75,2,orange
135.55,143,79,2,orange
135.56,169,92,3,orange
135.63,155,87,10,orange
135.64,153,58,2,orange
135.66,134,81,9,orange
135.68,148,69,10,orange
135.68,155,80,9,orange
135.69,149,76,7,orange
135.69,150,75,2,orange
135.72,133,89,2,orange
135.74,161,88,7,orange
135.74,160,92,20,orange
135.75,167,90,2,orange
135.76,160,86,2,orange
135.78,145,82,2,orange
135.79,170,82,5,orange
135.8,149,83,8,orange
135.81,174,81,21,orange
135.81,152,83,14,orange
135.82,158,77,6,orange
135.87,165,80,10,orange
135.88,140,63,3,orange
135.89,166,69,2,orange
135.9,168,86,2,orange
135.91,165,93,4,orange
135.93,157,75,2,orange
135.94,146,79,10,orange
135.94,161,66,7,orange
135.95,162,72,2,orange
135.95,162,76,12,orange
135.96,139,79,2,orange
135.98,157,79,2,orange
136,158,82,22,orange
136,149,83,19,orange
136.01,149,73,16,orange
136.01,142,66,11,orange
136.01,171,87,2,orange
136.02,153,58,2,orange
136.02,141,75,3,orange
136.04,151,88,3,orange
136.04,157,93,2,orange
136.04,149,68,2,orange
136.05,148,89,2,orange
136.06,153,84,14,orange
136.07,136,98,2,orange
136.07,147,66,16,orange
136.08,154,94,6,orange
136.1,162,79,16,orange
136.1,163,74,4,orange
136.11,149,73,11,orange
136.12,166,94,2,orange
136.13,153,73,2,orange
136.17,144,77,17,orange
136.18,152,90,10,orange
136.2,154,93,2,orange
136.22,151,99,9,orange
136.23,139,92,18,orange
136.27,151,80,5,orange
136.28,156,75,16,orange
136.3,170,75,24,orange
136.31,159,56,6,orange
136.31,160,59,15,orange
136.31,159,90,9,orange
136.32,150,76,2,orange
136.33,145,83,13,orange
136.33,189,80,16,orange
136.33,166,85,2,orange
136.35,160,74,3,orange
136.36,160,90,17,orange
136.39,168,90,7,orange
136.41,135,73,2,orange
136.43,148,86,2,orange
136.44,157,85,19,orange
136.45,155,100,15,orange
136.45,159,91,2,orange
136.45,156,94,2,orange
136.46,168,74,5,orange
136.47,148,90,2,orange
136.48,156,91,8,orange
136.48,150,70,2,orange
136.49,143,91,2,orange
136.49,147,86,17,orange
136.5,152,69,2,orange
136.53,171,88,11,orange
136.54,155,70,10,orange
136.55,151,83,2,orange
136.56,142,90,12,orange
136.58,161,95,2,orange
136.6,142,81,2,orange
136.61,154,76,15,orange
136.63,150,84,2,orange
136.64,163,78,10,orange
136.68,164,94,2,orange
136.69,146,79,3,orange
136.71,164,66,2,orange
136.76,159,82,7,orange
136.77,144,78,2,orange
136.79,166,75,7,orange
136.81,152,77,2,orange
136.84,152,83,2,orange
136.9,141,82,4,orange
136.93,176,80,2,orange
136.95,144,76,17,orange
137,175,80,2,orange
137.07,156,70,2,orange
137.08,155,96,2,orange
137.1,158,78,3,orange
137.12,164,97,2,orange
137.18,140,88,2,orange
137.23,148,85,2,orange
137.24,166,83,7,orange
137.24,163,84,2,orange
137.24,172,80,4,orange
137.24,139,94,8,orange
137.25,171,81,6,orange
137.28,160,99,16,orange
137.29,148,71,2,orange
137.3,164,92,18,orange
137.32,155,85,26,orange
137.32,168,79,11,orange
137.33,151,87,7,orange
137.34,155,91,20,orange
137.35,168,79,16,orange
137.35,164,73,11,orange
137.38,144,73,2,orange
137.38,150,88,12,orange
137.39,160,87,2,orange
137.41,157,84,24,orange
137.42,151,71,2,orange
137.44,170,87,13,orange
137.45,173,87,2,orange
137.51,185,82,8,orange
137.53,136,73,10,orange
137.54,179,82,2,orange
137.54,156,106,18,orange
137.54,161,75,2,orange
137.57,176,69,6,orange
137.6,146,69,17,orange
137.62,156,91,10,orange
137.67,154,82,2,orange
137.7,150,99,5,orange
137.71,166,73,2,orange
137.72,158,87,6,orange
137.73,158,76,13,orange
137.76,158,98,2,orange
137.76,161,78,2,orange
137.78,163,96,2,orange
137.81,152,74,2,orange
137.82,175,67,4,orange
137.83,153,82,2,orange
137.83,138,81,10,orange
137.84,157,91,2,orange
137.84,154,91,2,orange
137.88,175,92,2,orange
137.88,173,78,9,orange
137.89,158,81,2,orange
137.89,152,70,6,orange
137.89,164,86,15,orange
137.92,148,88,16,orange
137.92,146,72,8,orange
137.93,157,91,18,orange
137.95,167,94,11,orange
137.95,152,71,2,orange
137.96,157,86,2,orange
137.97,139,86,2,orange
137.98,163,85,6,orange
137.98,149,69,2,orange
137.99,168,69,2,orange
138,144,84,2,orange
138,155,102,2,orange
138.03,158,96,2,orange
138.04,154,78,2,orange
138.05,142,67,9,orange
138.06,163,86,6,orange
138.06,167,72,3,orange
138.06,142,92,23,orange
138.09,141,99,2,orange
138.09,162,85,2,orange
138.09,158,80,2,orange
138.09,152,82,2,orange
138.09,163,90,2,orange
138.09,155,92,2,orange
138.09,143,58,16,orange
138.13,153,72,15,orange
138.14,170,101,13,orange
138.14,148,83,2,orange
138.16,157,69,8,orange
138.17,157,70,2,orange
138.18,160,83,21,orange
